db_id,Internal Name,Species,Disease,Tissue/Tumor,Posting Restriction,Institution,Investigator,Number of Samples,name,description,citation,user_agreement_file_path,readme_file_path,Type,Status,pubmed_id,date_released,last_modified_date,number_of_downloads,number_of_followers,version,curator,QC_statistician,ds_location_awss3
53,ICGC_HER2+ER+,Human,Cancer,Breast,Link to data source,ICGC,ICGC,500,Breast_Cancer_HER2+ER+_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study is not yet published.  ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/breast_cancer_her2+er+_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/breast_cancer_her2+er+_icgc.txt,GCD,Future,21627520,2009-25-5,2011-27-12,68,106,1.0.0,,,NA
54,ICGC_lymphoma,Human,Cancer,Blood,Link to data source,ICGC,ICGC,500,Malignant_Lymphoma_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study is not yet published.   ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/malignant_lymphoma_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/malignant_lymphoma_icgc.txt,GCD,Future,20323511,2010-17-8,2011-24-3,64,106,1.0.0,,,NA
55,ICGC_oral,Human,Cancer,Skin,Link to data source,ICGC,ICGC,500,Oral_Cancer_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/oral_cancer_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/oral_cancer_icgc.txt,GCD,Future,23496088,2009-17-10,2010-3-8,25,13,1.0.0,,,NA
56,ICGC_ovarian,Human,Cancer,Ovary,Link to data source,ICGC,ICGC,500,Ovarian_Cancer_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/ovarian_cancer_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/ovarian_cancer_icgc.txt,GCD,Future,22585750,2008-2-3,2008-12-6,34,65,1.0.0,,,NA
57,ICGC_pancreas,Human,Cancer,Pancreatic,Link to data source,ICGC,ICGC,500,Pancreatic_Ductal_Adenocarcinoma_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/pancreatic_ductal_adenocarcinoma_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/pancreatic_ductal_adenocarcinoma_icgc.txt,GCD,Future,22241915,2009-11-5,2009-4-12,53,71,1.0.0,,,NA
58,ICGC_pedbrain,Human,Cancer,Brain,Link to data source,ICGC,ICGC,500,Pediatric_Brain_Cancer_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/pediatric_brain_cancer_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/pediatric_brain_cancer_icgc.txt,GCD,Future,16005139,2010-3-10,2010-16-12,69,25,1.0.0,,,NA
59,ICGC_Prostate,Human,Cancer,Prostate,Link to data source,ICGC,ICGC,500,Prostate_Cancer_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/prostate_cancer_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/prostate_cancer_icgc.txt,GCD,Future,20554704,2008-6-4,2008-20-6,31,22,1.0.0,,,NA
60,ICGC_Renal,Human,Cancer,Kidney,Link to data source,ICGC,ICGC,500,Renal_Cell_Carcinoma_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/renal_cell_carcinoma_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/renal_cell_carcinoma_icgc.txt,GCD,Future,21032723,2008-12-4,2011-2-10,56,105,1.0.0,,,NA
61,Jax Short/ Long,Mouse,Metabolic Disease,Muscle,Embargo,Merck & Co.,Merck & Co.,1650,Mouse_Model_of_Dietary_Regulation_of_Metabolic_Disease,"This backcross cohort consists of 4 separate populations of C57BL6/JxDBA/2 (n=2), C57BL6/Jx129SvImJ F2 and C57BL6/JxA/J F2s numbering 300-500 animals each. 3 of the populations, comprising the 3 different cross backgrounds, underwent a 20 week protocol prior to sacrifice including 12 weeks on high fat diet (HFD) while the 2nd C57BL6/JxDBA/2 cohort underwent the identical protocol for the first 20 weeks of life but was then aged out to week 62 before sacrifice, with repetition of the 12 weeks of HFD for the last period of life. Phenotypes collected in these mice include weight, body composition and measures of glucose metabolism. Gene expression profiles have been generated from all animals for adipose, liver hypothalamus and muscle. ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_dietary_regulation_of_metabolic_disease.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_dietary_regulation_of_metabolic_disease.txt,GCD,Pending,24657304,2009-21-5,2011-24-8,47,44,1.0.0,,,NA
61,Jax Short/ Long,Mouse,Metabolic Disease,Adipose,Embargo,Merck & Co.,Merck & Co.,1650,Mouse_Model_of_Dietary_Regulation_of_Metabolic_Disease,"This backcross cohort consists of 4 separate populations of C57BL6/JxDBA/2 (n=2), C57BL6/Jx129SvImJ F2 and C57BL6/JxA/J F2s numbering 300-500 animals each. 3 of the populations, comprising the 3 different cross backgrounds, underwent a 20 week protocol prior to sacrifice including 12 weeks on high fat diet (HFD) while the 2nd C57BL6/JxDBA/2 cohort underwent the identical protocol for the first 20 weeks of life but was then aged out to week 62 before sacrifice, with repetition of the 12 weeks of HFD for the last period of life. Phenotypes collected in these mice include weight, body composition and measures of glucose metabolism. Gene expression profiles have been generated from all animals for adipose, liver hypothalamus and muscle. ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_dietary_regulation_of_metabolic_disease.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_dietary_regulation_of_metabolic_disease.txt,GCD,Pending,20059746,2010-14-9,2011-16-6,63,39,1.0.0,,,NA
61,Jax Short/ Long,Mouse,Metabolic Disease,Liver,Embargo,Merck & Co.,Merck & Co.,1650,Mouse_Model_of_Dietary_Regulation_of_Metabolic_Disease,"This backcross cohort consists of 4 separate populations of C57BL6/JxDBA/2 (n=2), C57BL6/Jx129SvImJ F2 and C57BL6/JxA/J F2s numbering 300-500 animals each. 3 of the populations, comprising the 3 different cross backgrounds, underwent a 20 week protocol prior to sacrifice including 12 weeks on high fat diet (HFD) while the 2nd C57BL6/JxDBA/2 cohort underwent the identical protocol for the first 20 weeks of life but was then aged out to week 62 before sacrifice, with repetition of the 12 weeks of HFD for the last period of life. Phenotypes collected in these mice include weight, body composition and measures of glucose metabolism. Gene expression profiles have been generated from all animals for adipose, liver hypothalamus and muscle. ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_dietary_regulation_of_metabolic_disease.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_dietary_regulation_of_metabolic_disease.txt,GCD,Pending,19649835,2008-17-9,2011-28-11,60,114,1.0.0,,,NA
61,Jax Short/ Long,Mouse,Metabolic Disease,Hypothalamus,Embargo,Merck & Co.,Merck & Co.,1650,Mouse_Model_of_Dietary_Regulation_of_Metabolic_Disease,"This backcross cohort consists of 4 separate populations of C57BL6/JxDBA/2 (n=2), C57BL6/Jx129SvImJ F2 and C57BL6/JxA/J F2s numbering 300-500 animals each. 3 of the populations, comprising the 3 different cross backgrounds, underwent a 20 week protocol prior to sacrifice including 12 weeks on high fat diet (HFD) while the 2nd C57BL6/JxDBA/2 cohort underwent the identical protocol for the first 20 weeks of life but was then aged out to week 62 before sacrifice, with repetition of the 12 weeks of HFD for the last period of life. Phenotypes collected in these mice include weight, body composition and measures of glucose metabolism. Gene expression profiles have been generated from all animals for adipose, liver hypothalamus and muscle. ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_dietary_regulation_of_metabolic_disease.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_dietary_regulation_of_metabolic_disease.txt,GCD,Pending,19817434,2009-14-6,2011-12-11,33,26,1.0.0,,,NA
62,KI-Breast,Human,Cancer,Breast,unspecified,Karolinska Institute,Bergh,650,Breast_Cancer_Karolinska,"During the period of 1997 to 2005, fresh breast neoplasms were collected from women treated for primary breast cancer by surgery at the Karolinska Institute Center, Sweden. Fresh tissue samples were immediately frozen in liquid nitrogen and stored at -80°C. Clinical outcomes in the cohort include: Response to therapy (CT scans, MRI, clinical criteria), metastatic v non-metastatic, Time to progression. ",This study is not yet published.  ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/breast_cancer_karolinska.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/breast_cancer_karolinska.txt,GCD,Future,20431367,2008-19-12,2011-11-8,29,72,1.0.0,,,NA
63,Lockwood_lung,Human,Cancer,Lung,unspecified,University of British Columbia ,Will Lockwood,114,Lung_Cancer_UBC,"Traditionally, non-small cell lung cancer is treated as a single disease entity in terms of systemic therapy. Emerging evidence suggests the major subtypes—adenocarcinoma (AC) and squamous cell carcinoma (SqCC)—respond differently to therapy. Identification of the molecular differences between these tumor types will have a significant impact in designing novel therapies that can improve the treatment outcome. We used an integrative genomics approach, combing high-resolution comparative genomic hybridization and gene expression microarray profiles, to compare AC and SqCC tumors in order to uncover alterations at the DNA level, with corresponding gene transcription changes, which are selected for during development of lung cancer subtypes. Through the analysis of multiple independent cohorts of clinical tumor samples (>330), normal lung tissues and bronchial epithelial cells obtained by bronchial brushing in smokers without lung cancer, we identified the overexpression of BRF2, a gene on Chromosome 8p12, which is specific for development of SqCC of lung. Genetic activation of BRF2, which encodes a RNA polymerase III (Pol III) transcription initiation factor, was found to be associated with increased expression of small nuclear RNAs (snRNAs) that are involved in processes essential for cell growth, such as RNA splicing. Ectopic expression of BRF2 in human bronchial epithelial cells induced a transformed phenotype and demonstrates downstream oncogenic effects, whereas RNA interference (RNAi)-mediated knockdown suppressed growth and colony formation of SqCC cells overexpressing BRF2, but not AC cells. Frequent activation of BRF2 in >35% preinvasive bronchial carcinoma in situ, as well as in dysplastic lesions, provides evidence that BRF2 expression is an early event in cancer development of this cell lineage. This is the first study, to our knowledge, to show that the focal amplification of a gene in Chromosome 8p12, plays a key role in squamous cell lineage specificity of the disease. Our data suggest that genetic activation of BRF2 represents a unique mechanism of SqCC lung tumorigenesis through the increase of Pol III-mediated transcription. It can serve as a marker for lung SqCC and may provide a novel target for therapy. ","Integrative genomic analyses identify BRF2 as a novel lineage-specific oncogene in lung squamous cell carcinoma. Lockwood WW, Chari R, Coe BP, Thu KL, Garnis C, Malloff CA, Campbell J, Williams AC, Hwang D, Zhu CQ, Buys TP, Yee J, English JC, Macaulay C, Tsao MS, Gazdar AF, Minna JD, Lam S, Lam WL. PLoS Med. 2010 Jul 27;7(7):e1000315. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/lung_cancer_ubc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/lung_cancer_ubc.txt,GCD,Future,22970308,2010-26-7,2010-20-12,64,83,1.0.0,,,NA
